@relation datacenter_ai_environmental_waste_risk_v2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R27-29-weka.filters.unsupervised.attribute.NumericToNominal-R16-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute active_power_w numeric
@attribute energy_consumption_kwh numeric
@attribute water_usage_effectiveness numeric
@attribute carbon_intensity_gco2_kwh numeric
@attribute inlet_temperature_c numeric
@attribute exhaust_temperature_c numeric
@attribute delta_t_c numeric
@attribute fan_speed_rpm numeric
@attribute cooling_method {air,liquid,immersion,hybrid}
@attribute cpu_utilization_percent numeric
@attribute memory_utilization_percent numeric
@attribute gpu_power_w numeric
@attribute gpu_utilization_percent numeric
@attribute gpu_temperature_c numeric
@attribute gpu_core_frequency_mhz numeric
@attribute num_gpus {1,2,4,8,16}
@attribute ai_workload_type {training,inference,fine_tuning,idle}
@attribute batch_size numeric
@attribute num_epochs numeric
@attribute model_parameter_size_million numeric
@attribute training_samples numeric
@attribute job_duration_hours numeric
@attribute job_status {success,failed,aborted,running}
@attribute rack_power_density_kw numeric
@attribute gpu_sharing_mode {full_gpu,temporal_sharing,mig,none}
@attribute power_cap_w numeric
@attribute environmental_waste_risk_level {baixo,moderado,alto}

@data
0.479965,0.480702,0.123932,0.146811,0.34375,0.504149,0.574176,0.467739,hybrid,0.831325,0.7375,0.760905,0.782609,0.761905,0.800905,4,training,0.499756,0.234899,0.539412,0.237037,0.397438,success,0.08,full_gpu,0.596384,baixo
0.402109,0.400877,0.267094,0.433213,0.4375,0.591286,0.656593,0.546326,hybrid,0.60241,0.8,0.499192,0.663043,0.730159,0.636716,4,fine_tuning,0.249634,0.181208,0.045736,0.13753,0.169504,success,0.066087,temporal_sharing,0.563139,moderado
0.588752,0.586842,0.198718,0.312876,0.296875,0.585062,0.697802,0.509541,liquid,0.783133,0.775,0.714055,0.923913,0.793651,0.982547,8,training,1,0.295302,0.843401,0.677826,0.333982,running,0.112174,full_gpu,0.784744,baixo
0.603954,0.609649,0.036325,0.215403,0.265625,0.394191,0.456044,0.494295,immersion,0.831325,0.775,0.579968,0.793478,0.68254,0.775695,16,training,0.249634,0.228188,0.226346,0.764622,0.313226,success,0.166957,full_gpu,0.708995,baixo
0.603515,0.597368,0.202991,0.424789,0.4375,0.516598,0.557692,0.517409,immersion,0.987952,0.9625,0.95315,0.913043,0.809524,0.826761,16,training,1,0.657718,0.494724,0.334906,0.622291,success,0.168696,full_gpu,0.783774,baixo
0.618278,0.610526,0.202991,0.434416,0.4375,0.643154,0.725275,0.480083,hybrid,0.951807,0.9625,0.852989,0.967391,0.809524,0.914674,8,training,0.749878,0.90604,0.691333,0.836016,0.27031,success,0.146957,full_gpu,0.826896,baixo
0.774517,0.774561,0.087607,0.162455,0.492188,0.607884,0.659341,0.51377,liquid,0.831325,0.8125,0.80937,0.847826,0.857143,0.910795,16,training,0.749878,0.174497,0.215204,0.862699,0.228528,success,0.166087,full_gpu,0.959612,baixo
0.895431,0.887719,0.527778,0.839952,0.921875,0.751037,0.972527,0.833284,air,0.60241,0.7125,0.943457,0.48913,0.825397,0.659341,16,training,0.374695,0.798658,0.737806,0.777531,0.799632,aborted,0.714783,mig,1,alto
0.643234,0.636842,0.324786,0.515042,0.648438,0.73029,0.766484,0.60657,hybrid,0.433735,0.5625,0.725363,0.380435,0.809524,0.504202,8,fine_tuning,0.124573,0.154362,0.115011,0.094094,0.286147,failed,0.617391,mig,0.823633,alto
0.145343,0.139474,0.230769,0.415162,0.53125,0.570539,0.596154,0.352513,air,0.253012,0.3875,0.221325,0.304348,0.349206,0.318035,2,idle,0.001466,0,0.006553,0.0008,0.008486,success,0.038261,temporal_sharing,0.163933,moderado
0.046485,0.045614,0.019231,0.11432,0.0625,0.091286,0.126374,0.129733,hybrid,0.180723,0.05,0.098546,0.043478,0.111111,0.314803,2,idle,0.001466,0,0.001254,0.000603,0.001297,success,0,temporal_sharing,0.074339,baixo
0.476274,0.477193,0.431624,0.67148,0.570313,0.657676,0.697802,0.567227,air,0.240964,0.35,0.579968,0.217391,0.714286,0.387847,8,idle,0.00342,0,0.000782,0.000275,0.022377,aborted,0.443478,full_gpu,0.656085,alto
0.497276,0.492105,0.252137,0.169675,0.515625,0.576763,0.60989,0.60957,hybrid,0.626506,0.65,0.722132,0.673913,0.777778,0.597931,8,fine_tuning,0.062042,0.033557,0.093331,0.054899,0.066429,success,0.126957,full_gpu,0.611199,moderado
0.041301,0.040351,0.209858,0.157641,0.078125,0.018672,0.024725,0.051392,air,0.192771,0.275,0.042003,0.076087,0.047619,0.259211,4,idle,0.001466,0,0.001033,0.000847,0.003459,success,0,none,0.066843,baixo
0.214763,0.210526,0.188034,0.233454,0.3125,0.313278,0.332418,0.486944,air,0.457831,0.725,0.305331,0.554348,0.507937,0.511312,4,inference,0.062042,0,0.067371,0.040175,0.009081,success,0.066087,mig,0.290388,baixo
0.485062,0.480702,0.34188,0.575211,0.570313,0.66805,0.711538,0.581981,hybrid,0.590361,0.6625,0.612278,0.51087,0.746032,0.549451,8,fine_tuning,0.124573,0.127517,0.117962,0.092048,0.242906,running,0.452174,full_gpu,0.638448,alto
0.528998,0.529825,0.183761,0.495788,0.453125,0.533195,0.574176,0.584292,air,0.771084,0.9,0.735057,0.663043,0.809524,0.742081,4,training,0.749878,0.751678,0.532151,0.573695,0.12221,failed,0.103478,full_gpu,0.730511,moderado
0.361248,0.363158,0.036325,0.274368,0.164063,0.452282,0.568681,0.365742,liquid,0.795181,0.9375,0.592892,0.891304,0.761905,0.660633,8,training,0.124573,0.208054,0.264983,0.613942,0.1561,success,0.08087,full_gpu,0.436508,baixo
0.56239,0.55614,0.160256,0.220217,0.171875,0.5,0.629121,0.481115,liquid,0.783133,0.7,0.667205,0.771739,0.730159,0.864253,16,training,0.749878,0.395973,0.206438,0.484572,0.424464,success,0.150435,full_gpu,0.66164,baixo
0.922671,0.914912,0.570513,0.839952,0.960938,0.96888,0.980769,0.940986,air,0.253012,0.4,0.927302,0.173913,0.777778,0.581771,16,idle,0.001466,0,0.000635,0.000326,0.045079,failed,0.973913,mig,1,alto
0.399297,0.405263,0.106838,0.310469,0.421875,0.790456,0.467033,0.890184,air,0.759036,0.7875,0.407108,0.695652,0.619048,0.648998,4,fine_tuning,0.374695,0.060403,0.167609,0.025499,0.087725,success,0.776522,full_gpu,0.529453,moderado
0.819508,0.829825,0.119658,0.347774,0.546875,0.66805,0.71978,0.486944,immersion,0.795181,0.7875,0.743134,0.945652,0.809524,0.978022,16,training,1,0.704698,0.37688,0.238121,0.631209,success,0.237391,full_gpu,0.997002,baixo
0.236907,0.238596,0.098291,0.188929,0.367187,0.307054,0.304945,0.337218,hybrid,0.783133,0.7875,0.470113,0.804348,0.730159,0.683258,4,fine_tuning,0.187103,0.013423,0.035139,0.018305,0.011026,success,0.053913,mig,0.322134,baixo
0.223462,0.217544,0.068376,0.192539,0.273438,0.275934,0.296703,0.301023,hybrid,0.46988,0.475,0.466882,0.663043,0.587302,0.459599,4,inference,0.030777,0,0.022964,0.014176,0.001892,success,0.078261,mig,0.301235,moderado
0.087786,0.09386,0.192308,0.594465,0.460938,0.556017,0.601648,0.256369,air,0.373494,0.3875,0.153473,0.25,0.253968,0.287007,2,idle,0.00342,0,0.000266,0.000918,0.039403,success,0.026087,none,0.109788,moderado
0.378383,0.37193,0.036325,0.279182,0.46875,0.614108,0.675824,0.545982,liquid,0.831325,0.7125,0.562197,0.869565,0.809524,0.747899,4,training,0.749878,0.463087,0.110022,0.268217,0.233014,running,0.036522,full_gpu,0.494709,baixo
0.510896,0.502632,0.194444,0.38452,0.359375,0.616183,0.717033,0.42692,hybrid,1,1,0.927302,0.945652,0.793651,0.875889,8,training,0.499756,0.919463,0.627695,0.214144,0.304362,success,0.07913,full_gpu,0.684568,baixo
0.380668,0.380702,0.241453,0.32491,0.3125,0.412863,0.464286,0.422642,hybrid,0.831325,0.55,0.579968,0.663043,0.730159,0.617324,8,inference,0.030777,0,0.0665,0.039635,0.017188,success,0.077391,temporal_sharing,0.444797,moderado
0.233304,0.732456,0.831197,0.203369,0.421875,0.446058,0.46978,0.417921,liquid,0.409639,0.6375,0.491115,0.413043,0.587302,0.541694,4,inference,0.062042,0,0.088283,0.045189,0.029134,success,0.07913,temporal_sharing,0.323898,moderado
0.878735,0.882456,0.495726,0.76775,0.882813,0.937759,0.958791,0.901643,air,0.578313,0.7,0.927302,0.478261,0.952381,0.646412,16,training,0.374695,0.697987,0.649257,0.705914,0.69153,aborted,0.24087,mig,1,alto
0.108875,0.108772,0.051282,0.051745,0.328125,0.221992,0.206044,0.270139,hybrid,0.638554,0.6375,0.098546,0.75,0.365079,0.626374,2,inference,0.124573,0,0.017149,0.007283,0.005946,success,0.009565,full_gpu,0.145503,baixo
0.391213,0.391228,0.121795,0.191336,0.46875,0.645228,0.637363,0.602784,liquid,0.843373,0.675,0.780291,0.804348,0.825397,0.851325,8,fine_tuning,0.249634,0.167785,0.037368,0.129272,0.091995,success,0.101739,full_gpu,0.48448,baixo
0.3558,0.353509,0.175214,0.243081,0.414063,0.537344,0.593407,0.423281,liquid,0.554217,0.7375,0.476575,0.76087,0.666667,0.630252,4,fine_tuning,0.124573,0.187919,0.063136,0.056412,0.074807,success,0.044348,mig,0.497619,moderado
0.099649,0.100877,0.042735,0.358604,0.375,0.404564,0.431319,0.919494,hybrid,0.337349,0.7125,0.264943,0.163043,0.492063,0.59276,1,inference,0.124573,0,0.088165,0.027707,0.014648,success,0.001739,mig,0.138713,moderado
0.031634,0.031579,0.138889,0.140794,0.226563,0.143154,0.137363,0.256762,air,0.277108,0.3625,0.108239,0.076087,0.111111,0.302521,2,idle,0,0,0.001919,0.000699,0.000811,success,0,none,0.037654,baixo
0.482777,0.487719,0.224359,0.382671,0.429688,0.508299,0.549451,0.47423,liquid,0.939759,1,0.663974,0.826087,0.777778,0.778927,8,training,0.249634,0.691275,0.759855,0.799384,0.36117,aborted,0.086957,full_gpu,0.598589,baixo
0.845343,0.85,0.228632,0.340554,0.804688,0.875519,0.903846,0.881971,air,0.506024,0.5875,0.862682,0.434783,0.84127,0.601164,16,training,0.124573,0.865772,0.354093,0.347825,0.675315,failed,0.913043,full_gpu,1,alto
0.481547,0.485965,0.207265,0.472924,0.53125,0.626556,0.67033,0.547556,hybrid,0.26506,0.3875,0.579968,0.228261,0.714286,0.404008,8,idle,0.007328,0,0.001299,0.000449,0.03643,running,0.434783,mig,0.664903,alto
0.362039,0.357895,0.113248,0.468111,0.554688,0.514523,0.513736,0.428642,hybrid,0.542169,0.625,0.575121,0.673913,0.714286,0.740789,4,inference,0.062042,0,0.036039,0.043221,0.008594,success,0.050435,mig,0.488007,baixo
0.921265,0.922807,0.230769,0.509025,0.375,0.556017,0.631868,0.745058,hybrid,0.771084,0.8625,0.962843,0.641304,0.888889,0.840983,16,training,0.749878,0.798658,0.391712,0.736544,0.553862,success,0.189565,full_gpu,1,moderado
0.716081,0.72193,0.352564,0.645006,0.640625,0.740664,0.782967,0.667699,hybrid,0.626506,0.875,0.812601,0.619565,0.904762,0.782159,16,training,0.249634,0.657718,0.258726,0.54532,0.186476,success,0.195652,full_gpu,0.968607,moderado
0.669596,0.672807,0.209858,0.695548,0.726563,0.771784,0.793956,0.719681,liquid,0.457831,0.5625,0.741519,0.347826,0.825397,0.53329,8,fine_tuning,0.187103,0.194631,0.125341,0.124787,0.329388,aborted,0.634783,full_gpu,0.805996,alto
0.732865,0.735088,0.196581,0.334537,0.726563,0.792531,0.821429,0.680338,air,0.349398,0.475,0.798061,0.282609,0.857143,0.465417,16,inference,0.030777,0,0.022034,0.011222,0.030485,running,0.773913,mig,0.929453,alto
0.137873,0.132456,0.117521,0.267148,0.359375,0.524896,0.596154,0.266352,liquid,0.626506,0.6625,0.242326,0.641304,0.460317,0.508727,1,inference,0.062042,0,0.063003,0.047092,0.018972,success,0.005217,mig,0.152822,moderado
0.338137,0.337719,0.119658,0.492178,0.421875,0.568465,0.631868,0.406757,hybrid,0.855422,0.825,0.463651,0.771739,0.698413,0.574014,4,fine_tuning,0.124573,0.120805,0.217359,0.172807,0.383763,failed,0.066087,full_gpu,0.4306,moderado
0.716169,0.720175,0.33547,0.490975,0.6875,0.771784,0.807692,0.766401,hybrid,0.421687,0.55,0.725363,0.391304,0.84127,0.523594,8,fine_tuning,0.062042,0.134228,0.076639,0.06647,0.213178,failed,0.608696,temporal_sharing,0.823633,alto
0.385677,0.386842,0.17735,0.43201,0.445312,0.516598,0.620879,0.567227,immersion,0.903614,0.7625,0.718901,0.869565,0.793651,0.786037,4,training,0.749878,0.208054,0.29968,0.850836,0.422193,success,0.058261,temporal_sharing,0.524074,baixo
0.301406,0.297368,0.202991,0.256318,0.539063,0.491701,0.489011,0.486944,liquid,0.590361,0.65,0.365105,0.641304,0.619048,0.56044,4,inference,0.062042,0,0.035818,0.010292,0.019296,success,0.05913,temporal_sharing,0.38642,baixo
0.762214,0.749123,0.228632,0.555957,0.328125,0.556017,0.648352,0.506688,liquid,0.939759,0.8125,0.820679,0.967391,0.679474,0.895281,16,training,0.374695,0.718121,0.22797,0.230256,0.216259,success,0.149565,full_gpu,0.868342,baixo
0.119332,0.117544,0.07906,0.109507,0.210937,0.244813,0.277473,0.144831,hybrid,0.614458,0.7125,0.339257,0.467391,0.460317,0.401422,4,inference,0.030777,0,0.017843,0.021998,0.001513,running,0.023478,mig,0.136067,baixo
0,0,0.100427,0.602888,0.523437,0.609959,0.651099,0.206551,hybrid,0.072289,0.2125,0.063005,0.163043,0.031746,0.312864,1,idle,0,0,0.000945,0.000309,0.017837,running,0,none,0,moderado
0.424692,0.418421,0.059829,0.131167,0.429688,0.460581,0.486264,0.343267,hybrid,0.86747,0.7625,0.560582,0.793478,0.698413,0.738203,8,training,0.124573,0.241611,0.533804,0.237037,0.500622,success,0.089565,full_gpu,0.521869,baixo
0.345518,0.348246,0.209402,0.312876,0.328125,0.456432,0.516484,0.462575,hybrid,0.506024,0.5375,0.394184,0.423913,0.571429,0.505495,8,inference,0.007328,0,0.079015,0.017532,0.01254,success,0.366087,temporal_sharing,0.494444,moderado
0.065905,0.065789,0.094017,0.173285,0.21875,0.043568,0.008242,0.054342,air,0.048193,0.2875,0.016155,0.130435,0.015873,0.119586,2,idle,0.007328,0,0,0.000319,0.002432,success,0,mig,0.095767,baixo
0.957821,0.961404,0.50641,0.67148,1,1,1,1,air,0.674699,0.775,0.983845,0.532609,1,0.711054,16,training,0.749878,0.798658,0.737806,0.869611,0.810443,success,1,full_gpu,1,alto
0.521793,0.515789,0.297009,0.616125,0.554688,0.686722,0.741758,0.575834,hybrid,0.481928,0.9,0.657512,0.565217,0.809524,0.699418,8,fine_tuning,0.187103,0.040268,0.079296,0.16793,0.165883,success,0.131304,full_gpu,0.759524,moderado
0.028998,0.029825,0.074786,0.072202,0.257813,0.112033,0.085165,0.013868,air,0.216867,0.125,0.058158,0.076087,0.031746,0.22883,2,idle,0.007328,0,0.000797,0,0.001784,success,0,none,0.033245,baixo
0.831283,0.834211,0.292735,0.430806,0.84375,0.875519,0.89011,0.486944,hybrid,0.493976,0.6125,0.870759,0.402174,0.679474,0.572075,16,training,0.249634,0.66443,0.442642,0.511523,0.66991,success,0.869565,full_gpu,1,alto
0.490246,0.482456,0.209858,0.492178,0.375,0.512448,0.574176,0.368791,hybrid,0.662651,0.7,0.65105,0.847826,0.809524,0.800905,8,fine_tuning,0.187103,0.174497,0.065541,0.159085,0.107021,running,0.107826,full_gpu,0.662081,baixo
0.025044,0.025439,0.038462,0.063779,0.117188,0.070539,0.07967,0.486944,air,0.156627,0.25,0.07916,0.173913,0.126984,0.281189,1,idle,0,0,0.000251,0.000339,0,running,0,mig,0.033598,baixo
0.789104,0.791228,0.399573,0.623345,0.804688,0.854772,0.876374,0.778696,air,0.46988,0.5875,0.838449,0.326087,0.888889,0.555915,16,training,0.374695,0.597315,0.38361,0.429674,0.540187,failed,0.826087,temporal_sharing,1,alto
0.753954,0.757895,0.25641,0.364621,0.765625,0.834025,0.862637,0.596735,liquid,0.518072,0.625,0.814216,0.434783,0.857143,0.568843,16,inference,0.030777,0,0.026461,0.015314,0.032106,running,0.73913,mig,0.964727,alto
0.24051,0.242982,0.07906,0.279182,0.15625,0.410788,0.516484,0.198534,liquid,0.843373,0.8,0.505654,0.652174,0.666667,0.654169,4,fine_tuning,0.093307,0.067114,0.029206,0.038097,0.05124,success,0.030435,mig,0.309612,baixo
0.909754,0.901754,0.378205,0.371841,0.507813,0.657676,0.71978,0.757303,hybrid,0.698795,0.9,0.928918,0.641304,0.873016,0.816419,16,training,0.249634,0.161074,0.748225,0.61222,0.642668,running,0.22,full_gpu,1,moderado
0.470211,0.465789,0.166667,0.486161,0.515625,0.526971,0.543956,0.367611,hybrid,0.795181,0.85,0.752827,0.804348,0.809524,0.617324,8,fine_tuning,0.374695,0.067114,0.208194,0.155511,0.059889,success,0.115652,full_gpu,0.545503,baixo
0.364938,0.364035,0.181624,0.358604,0.398438,0.524896,0.582418,0.491049,air,0.759036,0.6875,0.691438,0.902174,0.825397,0.626374,4,fine_tuning,0.249634,0.167785,0.15133,0.037531,0.147019,success,0.073913,full_gpu,0.483069,baixo
0.607118,0.597368,0.108974,0.126354,0.148438,0.427386,0.541209,0.379217,immersion,0.759036,0.775,0.717286,0.978261,0.698413,0.647705,8,training,0.249634,0.630872,0.240352,0.290251,0.125074,success,0.085217,full_gpu,0.767989,baixo
0.529789,0.535965,0.275641,0.458484,0.53125,0.512448,0.519231,0.464296,hybrid,0.686747,0.725,0.497577,0.782609,0.730159,0.75307,8,fine_tuning,0.062042,0.181208,0.111852,0.050799,0.114048,success,0.126087,full_gpu,0.713933,moderado
0.237873,0.240351,0.311966,0.286402,0.539063,0.504149,0.505495,0.37784,hybrid,0.46988,0.675,0.450727,0.51087,0.603175,0.473174,2,inference,0.062042,0,0.085051,0.011095,0.024809,success,0.055652,temporal_sharing,0.320106,moderado
0.678647,0.67807,0.055556,0.34296,0.226563,0.427386,0.513736,0.483476,immersion,0.951807,0.75,0.903069,0.847826,0.888889,0.630252,8,training,0.249634,0.161074,0.21755,0.812534,0.508891,success,0.097391,full_gpu,0.910053,baixo
0.321002,0.321053,0.055556,0.297232,0.523437,0.497925,0.502747,0.512,liquid,0.746988,0.7,0.55412,0.815217,0.746032,0.700711,4,fine_tuning,0.249634,0.040268,0.103898,0.066954,0.072591,success,0.049565,full_gpu,0.415256,moderado
0.332865,0.332456,0.160256,0.38452,0.507813,0.489627,0.497253,0.345628,air,0.759036,0.8,0.594507,0.532609,0.666667,0.535876,4,fine_tuning,0.030777,0.060403,0.118818,0.097538,0.135776,success,0.048696,full_gpu,0.390741,moderado
0.02645,0.026316,0.166667,0.170878,0.125,0.041494,0.101648,0.237976,hybrid,0.289157,0.1625,0.15832,0.25,0.15873,0.252101,2,idle,0,0,0.000162,0.000052,0.000595,success,0,mig,0.039947,baixo
0.704569,0.700877,0.226496,0.419976,0.320313,0.560166,0.656593,0.579178,hybrid,0.759036,0.7625,0.959612,0.73913,0.904762,0.822883,16,training,0.124573,0.456376,0.861317,0.754363,0.146479,success,0.186087,full_gpu,0.871781,moderado
0.633304,0.627193,0.07906,0.231047,0.429688,0.462656,0.489011,0.593636,hybrid,0.963855,0.8625,0.890145,0.880435,0.873016,0.760181,8,training,0.374695,0.832215,0.677858,0.475838,0.20961,success,0.14087,full_gpu,0.87769,moderado
0.465729,0.461404,0.260684,0.406739,0.53125,0.636929,0.684066,0.010573,hybrid,0.301205,0.4125,0.579968,0.26087,0.904762,0.400776,8,idle,0.00342,0,0.001151,0.000428,0.026701,success,0.443478,mig,0.638448,alto
0.840861,0.832456,0.286325,0.38452,0.46875,0.543568,0.582418,0.641389,immersion,0.939759,0.9125,0.893376,0.663043,0.873016,0.802198,16,training,0.749878,0.201342,0.48764,0.862187,0.154965,success,0.152174,full_gpu,1,moderado
0.348155,0.352632,0.121795,0.308063,0.367187,0.412863,0.445055,0.308351,hybrid,0.807229,0.7,0.617124,0.880435,0.793651,0.782805,4,fine_tuning,0.030777,0.073826,0.032291,0.076426,0.064915,success,0.042609,full_gpu,0.431129,baixo
0.45536,0.457895,0.08547,0.357401,0.523437,0.647303,0.700549,0.61316,liquid,0.855422,0.75,0.458805,0.913043,0.761905,0.70265,4,fine_tuning,0.374695,0.134228,0.211913,0.097945,0.153938,success,0.047826,full_gpu,0.535538,baixo
0.130844,0.130702,0.096154,0.20698,0.101563,0.141079,0.178571,0.17724,air,0.614458,0.625,0.339257,0.782609,0.650794,0.691661,2,inference,0.030777,0,0.00394,0.02185,0.004811,success,0.015652,temporal_sharing,0.16164,baixo
0.709402,0.717544,0.211538,0.270758,0.5625,0.711618,0.771978,0.564719,immersion,0.843373,0.9125,0.68336,0.945652,0.857143,0.853911,16,training,1,0.637584,0.751457,0.697667,0.222799,success,0.190435,full_gpu,0.811111,baixo
0.014499,0.014035,0.036325,0.157641,0.085938,0.147303,0.192308,0.094079,air,0.012048,0.2875,0.006462,0.119565,0.047619,0.158371,1,idle,0,0,0.001122,0.000261,0.002432,success,0,none,0.033333,baixo
0.52188,0.515789,0.297009,0.4284,0.570313,0.66805,0.711538,0.62993,air,0.493976,0.8,0.668821,0.434783,0.761905,0.619263,8,fine_tuning,0.249634,0.107383,0.11625,0.06085,0.185503,failed,0.308696,full_gpu,0.81843,moderado
0.680141,0.67807,0.200855,0.433213,0.554688,0.645228,0.686813,0.639127,liquid,0.650602,0.95,0.93538,0.847826,0.793651,0.729153,16,training,0.249634,0.697987,0.559911,0.938243,0.386898,success,0.153913,full_gpu,0.836684,baixo
0.34464,0.348246,0.16453,0.466907,0.414063,0.46888,0.502747,0.473739,hybrid,0.566265,0.875,0.579968,0.717391,0.746032,0.621202,4,inference,0.062042,0,0.062634,0.033289,0.019458,success,0.045217,mig,0.454409,baixo
0.355536,0.357018,0.166667,0.158845,0.476563,0.493776,0.513736,0.404888,hybrid,0.819277,0.825,0.57189,0.76087,0.746032,0.70459,4,fine_tuning,0.374695,0.134228,0.039581,0.143187,0.122047,success,0.069565,mig,0.419312,moderado
0.062127,0.060526,0.202991,0.649819,0.476563,0.558091,0.598901,0.321186,air,0.409639,0.4,0.229402,0.26087,0.301587,0.345831,2,idle,0.001466,0,0.003808,0.001158,0.017783,running,0.218261,mig,0.095855,moderado
0.769772,0.767544,0.683761,0.659446,0.765625,0.844398,0.876374,0.729517,liquid,0.506024,0.6125,0.822294,0.423913,0.873016,0.581771,16,fine_tuning,0.187103,0.194631,0.162237,0.143203,0.399654,failed,0.773913,full_gpu,0.982363,alto
0.565641,0.559649,0.267094,0.504212,0.476563,0.443983,0.447802,0.547064,hybrid,0.783133,0.675,0.657512,0.663043,0.793651,0.650937,8,fine_tuning,0.249634,0.087248,0.180862,0.131393,0.144046,success,0.126957,full_gpu,0.692063,moderado
0.458348,0.461404,0.155983,0.463297,0.4375,0.558091,0.612637,0.500295,hybrid,0.73494,0.75,0.705977,0.75,0.793651,0.720103,4,fine_tuning,0.249634,0.221477,0.167122,0.096369,0.165991,success,0.062609,full_gpu,0.636772,moderado
0.046573,0.046491,0.051282,0.212996,0.28125,0.080913,0.035714,0.067572,air,0.072289,0.2375,0.072698,0.119565,0.079365,0.255979,2,idle,0.000489,0,0.001122,0.000243,0.001243,success,0,temporal_sharing,0.076984,baixo
0.710018,0.70614,0.316239,0.43923,0.632813,0.709544,0.744505,0.700207,hybrid,0.686747,0.925,0.739903,0.532609,0.857143,0.732385,16,training,0.499756,0.651007,0.370903,0.595063,0.143938,success,0.205217,full_gpu,0.937125,moderado
0.930931,0.929825,0.166667,0.38452,0.515625,0.487552,0.491758,0.446149,hybrid,0.180723,0.5375,0.366721,0.043478,0.539683,0.435036,4,inference,0.249634,0,0.062634,0.020918,0.024972,success,0.064348,mig,0.383774,moderado
0.768629,0.85614,0.463675,0.935018,0.570313,0.66805,0.711538,0.591817,air,0.253012,0.3625,0.588045,0.23913,0.730159,0.394312,8,idle,0.001466,0,0.000561,0.000193,0.024539,failed,0.443478,mig,0.656085,alto
0.150967,0.150877,0.211538,0.322503,0.328125,0.578838,0.678571,0.422199,hybrid,0.433735,0.5,0.484653,0.434783,0.587302,0.449257,1,inference,0.249634,0,0.07264,0.043054,0.00373,success,0.011304,temporal_sharing,0.186684,moderado
0.637083,0.640351,0.196581,0.310469,0.609375,0.709544,0.752747,0.53772,air,0.39759,0.5375,0.725363,0.358696,0.793651,0.504202,8,inference,0.030777,0,0.010227,0.007129,0.02562,success,0.282609,mig,0.814815,alto
0.359402,0.362281,0.207265,0.334537,0.453125,0.574689,0.629121,0.486944,hybrid,0.313253,0.4875,0.47496,0.48913,0.634921,0.420168,4,inference,0.062042,0,0.033841,0.023499,0.021837,running,0.243478,temporal_sharing,0.514991,alto
0.90993,0.903509,0.198718,0.251504,0.476563,0.580913,0.629121,0.614832,immersion,0.879518,0.85,0.84168,0.902174,0.904762,0.854557,16,training,0.499756,0.704698,0.47759,0.549913,0.521107,success,0.197391,full_gpu,1,baixo
0.077592,0.072807,0.213675,0.309266,0.414063,0.618257,0.700549,0.322022,air,0.26506,0.25,0.261712,0.108696,0.253968,0.2883,1,idle,0.007328,0,0.005564,0.000942,0.034485,success,0.006957,temporal_sharing,0.13642,moderado
0.878735,0.880702,0.495726,0.76775,0.882813,0.993776,0.958791,0.84312,air,0.554217,0.675,0.927302,0.456522,0.952381,0.646412,16,training,0.499756,0.765101,0.664015,0.726376,0.713151,running,0.875652,mig,1,alto
0.244464,0.242982,0.179487,0.234657,0.460938,0.558091,0.557692,0.415068,liquid,0.433735,0.475,0.371567,0.402174,0.603175,0.402069,4,inference,0.062042,0,0.070146,0.027849,0.00373,running,0.046087,mig,0.344268,moderado
0.658172,0.660526,0.346154,0.527076,0.6875,0.751037,0.78022,0.626242,air,0.457831,0.5875,0.733441,0.391304,0.825397,0.510666,8,inference,0.062042,0,0.019082,0.012245,0.029404,running,0.652174,mig,0.858907,alto
0.513181,0.503509,0.143162,0.23586,0.304688,0.533195,0.626374,0.374693,liquid,0.73494,0.775,0.617124,0.815217,0.730159,0.592114,8,fine_tuning,0.374695,0.100671,0.2191,0.100294,0.052213,success,0.101739,full_gpu,0.65582,baixo
0.296046,0.299123,0.143162,0.281588,0.257813,0.3361,0.381868,0.439559,air,0.53012,0.5125,0.465267,0.434783,0.587302,0.402069,4,inference,0.249634,0,0.067666,0.031721,0.026539,success,0.049565,temporal_sharing,0.4,moderado
0.107381,0.121053,0.209858,0.38452,0.203125,0.311203,0.368132,0.224206,liquid,0.590361,0.6125,0.339257,0.858696,0.47619,0.63607,1,inference,0.030777,0,0.015658,0.012349,0.009945,success,0,mig,0.151764,baixo
0.504657,0.503509,0.232906,0.45728,0.617188,0.684647,0.708791,0.55272,hybrid,0.746988,0.75,0.65105,0.75,0.825397,0.688429,8,fine_tuning,0.374695,0.09396,0.201656,0.169577,0.092265,success,0.086087,full_gpu,0.623898,moderado
0.895782,0.891228,0.33547,0.593261,0.601562,0.543568,0.535714,0.673748,liquid,0.879518,0.9375,0.927302,0.73913,0.679474,0.8468,16,training,0.499756,0.342282,0.615402,0.5251,0.268364,success,0.211304,full_gpu,1,moderado
0.346661,0.346491,0.070513,0.316486,0.507813,0.649378,0.708791,0.438133,liquid,0.614458,0.775,0.584814,0.663043,0.746032,0.779573,4,fine_tuning,0.249634,0.067114,0.106229,0.108977,0.039079,success,0.052174,full_gpu,0.471693,moderado
